ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD201210,10/01/2012,80300875,81200835,55378640,55511079,24922235,25689756,66974008,68268211,46661136,47083188,20312872,21185022,83.4,84.1,84.3,84.8,81.5,82.5,7151,7916,53780,52828,60931,60744,67677764,69122628,3009063,2814623,1227338,1163493,1073364,998055,539908156,555800777,928343,841164,205788,204705,1901.1,2223.5,50.6,46.3,87,253574,245176,110.6,-1.5,114,-1.6,111.7,-1.5,105.45078812,136.00542547,1.39,1.1719,1.0964,0.8599,1.3444,1.1927,1.0682,0.9147,1.1859,0.9374,1.161
SATD201211,11/01/2012,77419583,82691629,54524168,56910547,22895415,25781082,63372211,68665644,45148885,47342742,18223326,21322901,81.9,83,82.8,83.2,79.6,82.7,6894,7911,51845,52740,58739,60651,64039210,69263790,3099439,2989124,1170290,1176933,968847,984017,534831976,542462366,866238,872930,207311,208226,2167.8,2152.6,47.2,47,88.6,240361,247779,112.3,1.5,115.5,1.3,113.3,1.4,105.85872551,136.74100514,1.39,1.1743,1.1644,0.8698,1.3255,1.164,1.1085,0.9305,1.148,0.9518,1.1825
SATD201212,12/01/2012,80934358,82692660,56181504,56775846,24752854,25916814,65923928,68881880,45818788,47711382,20105140,21170498,81.5,83.3,81.6,84,81.2,81.7,7706,7909,51166,53879,58872,61787,66702987,69741766,3070883,2876509,1165099,1199557,946606,987898,577219034,565549227,827758,884079,214575,209434,2503.9,1980.3,47.1,48.2,89.3,238709,245651,112.3,0,116.6,1,113.7,0.4,106.16146197,136.91547687,1.39,1.1824,1.1205,0.8865,1.3307,1.2136,1.1227,0.9359,1.0562,0.9761,1.1921
SATD201301,01/01/2013,79165398,83293062,54130043,57209785,25035355,26083277,62433674,69434248,42716898,48050018,19716776,21384230,78.9,83.4,78.9,84,78.8,82,7530,7911,47817,54067,55347,61978,63139217,70262998,2825268,3012075,1155550,1173061,1019979,1049776,478056074,572587560,867459,896866,197914,199050,2878.8,2089.7,44.2,46.5,91.9,229419,250411,114.5,2,117.7,0.9,115.5,1.6,106.14546019,137.93917761,1.4,1.1913,1.1733,0.8669,1.4141,1.2287,1.1389,0.8895,1.1145,0.9411,1.2274
SATD201302,02/01/2013,72648062,83908762,49951094,57468442,22696968,26440320,57526656,70718858,40360485,48626992,17166171,22091866,79.2,84.3,80.8,84.6,75.6,83.6,6752,8105,45740,54677,52492,62782,58109870,71306594,2564138,2993625,1076131,1194906,955878,1067509,449136459,571302556,816236,883812,183911,207083,2567.2,2148.8,42.9,47.4,92.9,215803,249845,116.1,1.4,118.3,0.5,116.8,1.1,106.65340873,140.09080525,1.39,1.209,1.1662,0.8831,1.438,1.2259,1.1223,0.9254,1.146,0.9603,1.2399
SATD201303,03/01/2013,85647079,83685522,59506910,57559865,26140169,26125657,72164048,69371669,50591941,47811937,21572107,21559732,84.3,82.9,85,83.1,82.5,82.5,8534,8037,56565,53641,65099,61677,72764478,69681013,3043702,2930039,1201786,1182688,1008249,1020560,604193668,586410712,891784,865804,208833,207471,2521.1,2263.7,48.3,48.2,92.7,253026,248349,116,-0.1,115.8,-2.1,115.9,-0.8,107.08978173,137.48486579,1.4,1.1814,1.1414,0.874,1.3747,1.2583,1.0995,0.9271,1.2073,0.9753,1.2375
SATD201304,04/01/2013,83149109,83831156,57130631,57387939,26018478,26443217,67827983,69590236,47323333,47888638,20504650,21701598,81.6,83,82.8,83.4,78.8,82.1,7754,7991,53229,53482,60983,61473,68453537,70430683,2932522,2900294,1157043,1174172,1006189,1008524,547267811,574566062,910725,887031,203070,206961,1967.5,2184.3,44.6,45.3,93.1,252064,247844,115.1,-0.8,117.5,1.5,115.9,0,106.97895855,136.69017704,1.41,1.1941,1.1298,0.8677,1.3585,1.2329,1.1264,0.9248,1.165,0.9176,1.2423
SATD201305,05/01/2013,86666443,84166093,59071106,57661892,27595337,26504202,72981718,69683080,50124879,47869009,22856839,21814071,84.2,82.8,84.9,83,82.8,82.3,8222,8043,56563,53314,64785,61357,73574534,70289613,2859231,2839726,1207745,1193514,1047938,1028546,598536892,571046571,911492,874246,214306,208229,1752.5,2121,45.9,45.2,94.6,263406,249071,116.2,1,116.7,-0.7,116.3,0.3,107.08037527,138.18732153,1.4,1.1917,1.1062,0.882,1.3855,1.2254,1.1102,0.9305,1.1312,0.9142,1.2633
SATD201306,06/01/2013,89546169,84199405,60724545,57677897,28821624,26521508,77865105,70213525,52826890,48332405,25038215,21881121,87,83.4,87,83.8,86.9,82.5,9084,8152,57991,54508,67075,62659,78467134,70754786,2870590,2900624,1177312,1193470,1041722,1031868,638602721,575496587,854374,886021,211502,208135,1742.9,2118.2,48.4,48.2,94.2,259980,249233,116.6,0.3,117.8,0.9,117,0.6,107.27910014,137.11022273,1.41,1.1996,1.1299,0.882,1.3899,1.2349,1.1251,0.9301,1.1297,0.9747,1.2581
SATD201307,07/01/2013,93813172,84217657,63316300,57619584,30496872,26598072,81268540,69921972,54754449,48015419,26514091,21906553,86.6,83,86.5,83.3,86.9,82.4,9908,8168,59311,53266,69219,61434,81974582,70519427,2864407,2855064,1192669,1180600,1050954,1038069,681357191,576584554,871336,880796,212025,207591,1926.3,2127.8,47.4,47,94.4,263946,247384,116.3,-0.3,117.3,-0.4,116.6,-0.3,106.92943952,137.46858938,1.4,1.1956,1.1122,0.8725,1.3983,1.2373,1.1185,0.9276,1.1348,0.9504,1.2601
SATD201308,08/01/2013,92159953,84777336,62097351,58024701,30062602,26752636,79332043,70168964,53123236,48123531,26208807,22045433,86.1,82.8,85.5,82.9,87.2,82.4,9611,8203,58115,53650,67726,61853,80007788,70617825,2893384,2918836,1266275,1194010,1110880,1046817,649933765,572061733,891472,887041,211301,206405,1927.4,2128.8,49.1,46.7,94.7,268061,250869,116.8,0.4,117.7,0.3,117,0.3,107.5684297,138.46116505,1.41,1.1973,1.137,0.8824,1.4101,1.2276,1.1264,0.9223,1.1354,0.9447,1.2641
SATD201309,09/01/2013,81546815,84514008,55225722,57818812,26321093,26695197,66575979,70031871,44654218,48008511,21921761,22023360,81.6,82.9,80.9,83,83.3,82.5,7428,8170,50766,53624,58194,61794,67203059,70537669,2784913,2832793,1204114,1184838,1074238,1057418,517765302,550882456,903863,886807,209629,208231,1767,2154.9,45.4,45,95.4,242536,249145,116.8,0,117.5,-0.2,117,0,108.14287215,138.28812107,1.42,1.1959,1.1035,0.8756,1.4244,1.1821,1.1261,0.9305,1.1493,0.9115,1.2737
SATD201310,10/01/2013,83998713,84902710,57851952,57891212,26146761,27011499,69054445,70040716,47859100,47975039,21195345,22065678,82.2,82.5,82.7,82.9,81.1,81.7,7453,8252,54706,53638,62159,61890,69727370,70841449,3087864,2888532,1241631,1178303,1134844,1059317,543695520,560053363,976227,886726,208421,206687,1866.8,2176.9,50.3,46.1,94.7,258748,249407,116.7,-0.1,117.9,0.3,117,0,108.0160472,139.00399772,1.43,1.2011,1.1252,0.8708,1.4269,1.2018,1.126,0.9236,1.161,0.9334,1.2646
SATD201311,11/01/2013,79452114,85108012,55462978,58108412,23989136,26999600,63029552,71199790,44420327,49142790,18609225,22057000,79.3,83.7,80.1,84.6,77.6,81.7,7056,8244,50543,54213,57599,62457,63611195,72110986,3009318,2837879,1194537,1201369,1053006,1065533,519835331,555307454,865854,887660,204507,207282,2316.9,2287.2,46.6,46.3,97.2,240055,249394,119.1,2.1,119.3,1.2,119.1,1.8,108.29121302,140.72929754,1.45,1.2226,1.1055,0.8878,1.4353,1.1916,1.1272,0.9262,1.2198,0.9379,1.2981
SATD201312,12/01/2013,83373980,84867167,57751895,58027305,25622085,26839862,70372528,70512565,49132874,48345289,21239654,22167276,84.4,83.1,85.1,83.3,82.9,82.6,8159,8314,54333,54022,62492,62335,70967040,70999734,3068925,2926724,1150066,1180458,1009960,1050433,604977613,564228435,840767,878335,205962,201699,2920.8,2306.5,44.9,46,95.7,241237,245957,117.8,-1.1,117.7,-1.3,117.7,-1.2,108.52453634,139.36950314,1.45,1.2038,1.1401,0.8724,1.4149,1.2107,1.1154,0.9013,1.2301,0.931,1.2772
SATD201401,01/01/2014,79779042,84220481,54016100,57205773,25762942,27014709,64075229,70889720,43564252,48716533,20510977,22173187,80.3,84.2,80.7,85.2,79.6,82.1,7854,8322,47957,53788,55811,62110,64743622,71609020,2720657,2886270,1166410,1185298,1039222,1032962,466418567,558778297,835144,865417,206621,207946,3204.1,2340.5,44.5,46.9,93.1,226413,246531,116.3,-1.3,117.8,0.1,116.8,-0.8,108.10924678,139.25385494,1.46,1.2141,1.1243,0.876,1.3914,1.199,1.099,0.9292,1.2483,0.9494,1.2435
SATD201402,02/01/2014,72508207,84039848,49369958,56872268,23138249,27167581,57888205,71234541,40543416,48894895,17344789,22339645,79.8,84.8,82.1,86,75,82.2,6928,8341,45513,54473,52441,62814,58474896,71903598,2425044,2842743,1065052,1181323,962791,1070148,424362057,550318657,815292,883598,202517,226841,2741.2,2314.8,41.6,46.2,95.5,213949,249499,118.3,1.7,118.9,0.9,118.4,1.4,108.92793268,141.25556825,1.44,1.2191,1.1074,0.873,1.4415,1.1809,1.1221,1.0136,1.2345,0.9356,1.2753
SATD201403,03/01/2014,88159265,86480808,60675512,58883465,27483753,27597344,73637965,72312332,51862090,49922186,21775875,22390146,83.5,83.6,85.5,84.8,79.2,81.1,8682,8362,57762,56137,66444,64500,74237229,72638936,3042193,2906481,1244990,1235027,1103573,1108147,542911331,556013291,916417,896515,220610,217994,2557.9,2283.6,50.8,50.7,96.1,253424,251120,120.1,1.5,120.3,1.2,120.1,1.4,110.00524203,140.84837236,1.43,1.2316,1.1322,0.9127,1.4927,1.1931,1.1385,0.9741,1.2179,1.0255,1.2833
SATD201404,04/01/2014,84811525,85543857,57998679,58270374,26812846,27273483,70715384,71569980,49245759,49286430,21469625,22283551,83.4,83.7,84.9,84.6,80.1,81.7,8237,8397,55248,55049,63485,63445,71278694,72369481,2924333,2929651,1233731,1257123,1095022,1114726,545773080,551883788,924036,898106,216054,218166,1961.7,2191.2,50.4,51.3,96.8,256736,251959,120.7,0.5,120,-0.2,120.4,0.2,110.09584673,141.34323244,1.42,1.227,1.1412,0.929,1.5016,1.1843,1.1405,0.9749,1.1687,1.0383,1.2923
SATD201405,05/01/2014,88468426,85704264,59709980,58268376,28758446,27435888,75191291,71810982,51524033,49353280,23667258,22457702,85,83.8,86.3,84.7,82.3,81.9,8621,8386,57889,55179,66510,63565,75712694,72462388,3022743,3026828,1275032,1265628,1128705,1100019,581325298,557768352,926972,907069,222373,215198,1810.2,2187.9,51.8,51,97.2,266237,252289,121.2,0.4,120.5,0.4,120.9,0.4,110.54119369,140.77869789,1.42,1.2286,1.1791,0.9353,1.4817,1.1969,1.1519,0.9616,1.1669,1.0316,1.2983
SATD201406,06/01/2014,91975247,86191731,61760135,58495349,30215112,27696382,79468784,71667410,53979800,49322197,25488984,22345213,86.4,83.1,87.4,84.3,84.4,80.7,9337,8326,59262,55163,68599,63489,80063355,72131962,2932966,2953511,1220314,1232586,1111197,1103789,624637290,556873535,877459,890779,216312,213778,1745.4,2112.9,49.9,49.8,97,263459,252054,119.9,-1.1,119.4,-0.9,119.7,-1,110.9068561,140.95345517,1.42,1.223,1.1505,0.9109,1.4868,1.195,1.1312,0.9553,1.1269,1.0085,1.2949
SATD201407,07/01/2014,96520210,86372800,64773495,58781982,31746715,27590817,83675271,71668061,56874432,49668206,26800839,21999855,86.7,83,87.8,84.5,84.4,79.7,10130,8312,61759,55515,71889,63827,84404540,72365162,3081705,3067211,1271665,1252158,1112298,1102552,672539892,562288985,889120,900116,220313,215331,1881,2075.5,50.3,49.8,97.4,270053,252111,120.6,0.6,120.1,0.6,120.4,0.6,111.14255806,142.2301542,1.43,1.2269,1.1948,0.9254,1.4852,1.2066,1.143,0.9622,1.1069,1.0081,1.2997
SATD201408,08/01/2014,93962667,86254576,62868360,58751486,31094307,27503090,81231837,71923177,54640576,49661284,26591261,22261893,86.5,83.4,86.9,84.5,85.5,80.9,9769,8347,59762,55256,69531,63603,81957560,72292665,2965888,3007939,1300904,1224138,1153989,1092838,649665562,571010438,890488,902239,221402,216465,1933.1,2135.2,51,48.3,98.4,268831,252472,120.9,0.2,120.2,0.1,120.6,0.2,110.96610595,141.56653341,1.43,1.2257,1.1717,0.9047,1.4721,1.2253,1.1457,0.9673,1.1388,0.9785,1.3143
SATD201409,09/01/2014,83490060,86613735,56458516,59172317,27031544,27441419,68392098,72235709,46336551,49941952,22055547,22293757,81.9,83.4,82.1,84.4,81.6,81.2,7462,8299,52530,55360,59992,63659,69028870,72718102,2897972,2921960,1240412,1220004,1124487,1104262,540029397,570328551,934415,901173,222014,221965,1809.3,2193.5,52.9,52.2,99,247688,253485,122.1,1,120.6,0.3,121.5,0.7,111.30073787,140.83066819,1.43,1.2329,1.1382,0.9016,1.4875,1.2238,1.1444,0.9919,1.1699,1.0575,1.3222
SATD201410,10/01/2014,86100071,87164139,59584333,59691494,26515738,27472646,71270226,71890226,50112977,49909333,21157249,21980893,82.8,82.5,84.1,83.6,79.8,80,7408,8155,57084,55123,64492,63278,71887841,72470541,3201548,2990954,1297347,1234660,1189244,1113913,554539946,567107194,989965,893995,222427,219943,1912.8,2224.7,56.1,52.2,99.3,265144,254117,122.8,0.6,120,-0.5,121.8,0.2,111.32171318,139.42432895,1.43,1.2287,1.1651,0.9124,1.5005,1.2169,1.1353,0.9828,1.1865,1.0569,1.3263
SATD201411,11/01/2014,81651877,87533353,56949532,59683133,24702345,27850221,65178503,72484549,46352175,50204356,18826328,22280193,79.8,82.8,81.4,84.1,76.2,80,7160,8361,52578,55935,59738,64297,65654285,73146090,3150257,3017720,1213830,1220344,1079245,1097566,546544981,560256030,844733,884546,221566,226040,2357.5,2326.9,51.2,50.8,100,241451,253099,123.4,0.5,120.3,0.3,122.3,0.4,112.01011428,137.17361508,1.43,1.2402,1.1755,0.9019,1.4784,1.2022,1.1233,1.0101,1.241,1.0273,1.3351
SATD201412,12/01/2014,86849506,88401640,60270590,60583848,26578916,27817792,71781111,73242917,50303173,50667212,21477938,22575705,82.6,82.9,83.5,83.6,80.8,81.2,8291,8358,55487,55900,63778,64258,72233639,73750189,3241011,3022309,1253206,1283249,1037942,1107644,587913029,570464388,867305,888562,233711,229839,2679.2,2110.9,51.2,52.5,99.5,252271,255291,123.3,-0.1,121.2,0.7,122.6,0.2,112.02881907,136.09680183,1.45,1.2504,1.1773,0.9484,1.492,1.2241,1.1284,1.027,1.1258,1.0626,1.3288
SATD201501,01/01/2015,83421189,88259409,56980252,60454327,26440937,27805081,65975447,73142503,45137553,50669958,20837894,22472545,79.1,82.9,79.2,83.8,78.8,80.8,8056,8454,49728,56354,57784,64808,66538437,73773947,2842181,3030453,1235797,1257593,1050699,1042384,458200128,554520077,821043,871179,232949,233745,3115,2282.7,48.4,51,99.2,233498,254967,123.1,-0.2,120.4,-0.7,122.1,-0.4,111.13920634,132.06139349,1.45,1.2508,1.1805,0.9294,1.4041,1.1899,1.1063,1.0445,1.2174,1.0318,1.3246
SATD201502,02/01/2015,74547659,86681358,51251151,59120610,23296508,27560748,59784666,73542415,42248126,50937736,17536540,22604679,80.2,84.8,82.4,86.2,75.3,82,6995,8438,47165,56450,54160,64888,60331344,74188709,2750727,3243195,1057411,1171907,896513,991249,430056703,560453542,782741,851188,212246,237046,2925.2,2488.9,42,46.6,98.6,217220,254414,122.2,-0.7,120.1,-0.2,121.5,-0.5,110.4302624,132.69503141,1.46,1.2578,1.2634,0.8661,1.3352,1.2026,1.0809,1.0592,1.3274,0.9441,1.317
SATD201503,03/01/2015,90323907,88612696,62860127,60819025,27463780,27793671,75751609,74297094,53924946,51679780,21826663,22617314,83.9,83.8,85.8,85,79.5,81.4,8643,8393,59557,57361,68200,65753,76271051,74752769,3140177,3004738,1200811,1196464,1162736,1174059,556689651,560282278,910826,877144,247881,244440,2591.3,2307.2,41,40.9,101.1,258017,255735,123.1,0.7,121.8,1.4,122.6,0.9,110.05216618,133.80696745,1.44,1.2674,1.1705,0.8842,1.5815,1.2023,1.1139,1.0923,1.2305,0.8275,1.3501
SATD201504,04/01/2015,88617951,89367177,61116542,61442250,27501409,27924927,73090871,73782495,51883047,51799025,21207824,21983469,82.5,82.6,84.9,84.3,77.1,78.7,8221,8291,57698,57431,65919,65722,73607258,74553636,3047441,3056239,1168766,1195419,1150663,1173510,541203782,559272817,904755,879242,242574,243171,2007.9,2259.4,46.3,47,98.5,262817,257796,122.1,-0.8,121.7,-0.1,121.9,-0.6,109.44517956,133.83066819,1.45,1.264,1.1905,0.8834,1.5807,1.2001,1.1165,1.0866,1.205,0.952,1.3152
SATD201505,05/01/2015,92777625,89654878,63393900,61785594,29383725,27869284,78002935,74407800,54255249,51955065,23747686,22452735,84.1,83,85.6,84.1,80.8,80.6,8673,8434,60252,57460,68925,65894,78502373,74966151,2975003,2995360,1157518,1150461,1172676,1146737,539871332,518681884,874547,867979,255162,247214,1858.2,2244.8,49.6,48.6,99.4,270839,257531,122.2,0.1,121.5,-0.2,121.9,0,108.9499892,132.65619646,1.44,1.271,1.1668,0.8502,1.5447,1.113,1.1022,1.1047,1.1972,0.9836,1.327
SATD201506,06/01/2015,95699034,89531821,65232975,61671166,30466059,27860655,82695216,74679392,56994808,52166975,25700408,22512417,86.4,83.4,87.4,84.6,84.4,80.8,9456,8463,61811,57503,71267,65966,83253406,75390333,2954345,2958240,1118067,1126927,1152698,1138923,620954019,551784445,881343,876579,249521,248199,1899.9,2293.2,47.4,47.4,99.4,270574,258177,121.8,-0.3,122.5,0.8,122,0.1,108.61622224,133.57424329,1.45,1.2782,1.1524,0.8328,1.5341,1.184,1.1132,1.1091,1.2231,0.9597,1.3274
SATD201507,07/01/2015,100991322,90304796,68556581,62223899,32434741,28080897,88263768,75245854,60430846,52560717,27832922,22685137,87.4,83.3,88.1,84.5,85.8,80.8,10503,8520,65130,57786,75633,66305,88951664,76023669,3002075,2984078,1189421,1163893,1151384,1143457,680358542,562020140,893090,901052,256884,251877,2067.7,2274,47.8,47.4,100.2,278372,258012,122.9,0.9,124.2,1.4,123.3,1.1,109.29791989,133.0765277,1.44,1.2889,1.1624,0.8601,1.5403,1.206,1.1442,1.1255,1.2128,0.9585,1.3377
SATD201508,08/01/2015,98605906,90563664,66731034,62414596,31874872,28149068,85234949,76256792,57819224,53165084,27415725,23091708,86.4,84.2,86.6,85.2,86,82,10092,8651,62774,58968,72866,67619,85855967,76657652,2889286,2928847,1240609,1161367,1199140,1136655,627586111,552688277,843677,861482,258154,253190,2052.7,2259.5,51.5,48.9,100.9,272209,259020,123.4,0.4,123.3,-0.7,123.3,0,109.11108825,131.79126214,1.45,1.2997,1.1409,0.8583,1.5311,1.186,1.094,1.1314,1.205,0.9893,1.3471
SATD201509,09/01/2015,87311778,90627712,59511989,62459309,27799789,28168403,72483190,76652555,49857958,53754389,22625232,22898166,83,84.6,83.8,86.1,81.4,81.3,7752,8705,55990,58999,63742,67704,73017733,76658828,3004570,3013524,1173643,1154144,1132525,1121531,519017227,546146585,900247,867038,250022,251774,1901.3,2290.2,49.6,48.8,100.9,255090,258671,123.6,0.2,123.5,0.2,123.5,0.2,108.80456757,131.12992576,1.47,1.2997,1.1739,0.8529,1.5107,1.1719,1.101,1.1251,1.2214,0.987,1.3473
SATD201510,10/01/2015,89525077,90774174,62551351,62887152,26973726,27887022,76094668,76762028,54074371,53947064,22020297,22814964,85,84.6,86.4,85.8,81.6,81.8,7841,8623,60892,59348,68733,67970,76678109,77205178,3207280,3009586,1211216,1150107,1175422,1097292,523223360,536680776,956049,874880,257696,254495,1987.3,2304.8,50.5,46.9,100.7,268469,257672,123.1,-0.4,124.4,0.7,123.5,0,108.28915874,129.83837807,1.49,1.309,1.1724,0.85,1.4781,1.1516,1.111,1.1372,1.2292,0.9502,1.3443
SATD201511,11/01/2015,84942542,91120756,60467129,63261373,24475413,27859383,70030247,76317835,50913043,53634832,19117204,22683003,82.4,83.8,84.2,84.8,78.1,81.4,7439,8642,57151,58790,64590,67432,70460064,76752976,3105218,2984648,1087300,1096257,1068181,1088446,538968201,546183292,851059,873005,244070,249385,2249.1,2220.3,48.2,47.6,99.7,248843,260006,121.2,-1.5,123.8,-0.5,122,-1.2,107.5110179,129.19731582,1.48,1.3013,1.1627,0.8102,1.4662,1.172,1.1086,1.1144,1.1842,0.9626,1.3306
SATD201512,12/01/2015,90268214,91623112,63241200,63415948,27027014,28207164,74827186,77192054,53118963,54358978,21708223,22833076,82.9,84.2,84,85.7,80.3,80.9,8532,8649,57870,59512,66402,68161,75327877,77802152,3276384,3019721,1047932,1077242,1017095,1071985,561992627,543900831,853434,875295,251164,246756,2588.2,2036.5,44.1,45.4,101.1,259424,261788,120.8,-0.3,125.1,1.1,122.2,0.2,106.98176968,126.60022844,1.48,1.3191,1.1763,0.7961,1.444,1.1671,1.1115,1.1026,1.0861,0.918,1.3501
SATD201601,01/01/2016,86324710,91389744,59672180,63309282,26652530,28080462,69265865,76863996,48074919,54037961,21190946,22826035,80.2,84.1,80.6,85.4,79.5,81.3,8334,8691,52474,59478,60808,68170,69778658,77256659,2815647,3020104,1026594,1048675,1099304,1104936,443214812,541708479,798626,864983,253507,253166,3091.7,2277.1,39.8,42.3,102.7,239679,262611,122.6,1.5,124.1,-0.8,123,0.7,107.5137209,126.34808681,1.5,1.3099,1.1765,0.775,1.4884,1.1624,1.0984,1.1313,1.2144,0.8571,1.3716
SATD201602,02/01/2016,81955424,92180549,57466886,64051614,24488538,28128936,64559135,76882299,46460173,54234883,18098962,22647416,78.8,83.4,80.8,84.7,73.9,80.5,7386,8600,51111,59112,58497,67712,65026219,77891692,2558377,2927228,980482,1039943,1055081,1118087,425393477,552472319,835127,865580,235963,252296,2652.3,2208.7,42.9,47.6,101.5,223011,261752,121.9,-0.6,124.8,0.6,122.8,-0.2,106.95592896,126.16561965,1.49,1.3206,1.1403,0.7685,1.5061,1.1855,1.0992,1.1274,1.178,0.9628,1.3554
SATD201603,03/01/2016,94156648,92471636,66469562,64292284,27687086,28179352,78684812,75857333,56704006,53569375,21980806,22287958,83.6,82,85.3,83.3,79.4,79.1,8962,8540,61593,58760,70555,67300,79121758,76667003,3083370,2990495,1024640,1022655,1070300,1088293,555131660,548974388,910132,864649,256477,252669,2356.3,2094,44.2,44.4,101.7,265147,262392,120.9,-0.8,123.4,-1.1,121.7,-0.9,106.13454005,126.4743004,1.51,1.2999,1.1649,0.7558,1.4659,1.178,1.098,1.1291,1.1168,0.8988,1.3581
SATD201604,04/01/2016,91606913,92480392,63775639,64313099,27831274,28167293,75127770,76951822,53623642,54256573,21504128,22695250,82,83.2,84.1,84.4,77.3,80.6,8342,8592,58894,59147,67236,67739,75617435,77624815,3046837,3032124,977244,1005228,1069242,1079999,512433020,545328589,873735,859118,257720,258076,2083.9,2366.4,45.1,45.6,103.2,269653,264735,123.3,2,124.3,0.7,123.6,1.6,106.47403738,127.2687036,1.5,1.3161,1.1812,0.7429,1.4548,1.1702,1.091,1.1532,1.2621,0.9239,1.3772
SATD201605,05/01/2016,96381341,92893533,66545378,64620359,29835963,28273173,80784690,77362893,57131553,54783326,23653137,22579567,83.8,83.3,85.9,84.8,79.3,79.9,8763,8557,62752,59909,71515,68467,81226986,77957965,2978308,2978117,1023908,1016951,1116623,1093738,571922265,552075024,882465,862204,264596,255929,1965.8,2377.2,46.4,45.4,102,277972,264565,122.5,-0.6,124.8,0.4,123.2,-0.3,106.23336188,126.99657339,1.5,1.3217,1.1601,0.7516,1.4733,1.1847,1.0949,1.1436,1.2678,0.918,1.3615
SATD201606,06/01/2016,99866149,93282604,68799372,64984530,31066777,28298073,86518457,77793117,60278335,54986278,26240122,22806838,86.6,83.4,87.6,84.6,84.5,80.6,9744,8649,64757,60184,74501,68833,87042101,78382605,3050262,3052219,1040635,1046795,1089176,1085706,624827889,554887596,870018,864031,261461,261145,2000.7,2411.2,44.9,44.8,102.2,276991,264364,123.4,0.7,125.3,0.4,124,0.6,106.7486626,127.88834951,1.49,1.3289,1.189,0.7736,1.4625,1.1907,1.0972,1.1669,1.286,0.9073,1.3641
SATD201607,07/01/2016,104401229,93430660,71524272,65157857,32876957,28272804,90628483,77326534,62349264,54494099,28279219,22832434,86.8,82.8,87.2,83.6,86,80.8,10751,8690,66136,59349,76887,68039,91256833,77856881,3031681,3045824,1103771,1077225,1083705,1073913,681258622,564515482,811500,850542,270082,265009,2186.6,2387.3,47,46.5,104.8,285160,265645,125.7,1.9,124.2,-0.9,125.1,0.9,106.87159523,126.95145631,1.5,1.32,1.1865,0.7961,1.4466,1.2114,1.0801,1.1842,1.2732,0.9409,1.3996
SATD201608,08/01/2016,101837319,93556883,69971945,65257114,31865374,28299769,86136355,77301071,59282193,54534359,26854162,22766712,84.6,82.6,84.7,83.6,84.3,80.4,9950,8660,63500,58990,73450,67649,86708521,77644972,3089859,3087760,1158331,1077730,1143038,1082409,622399656,544627094,866992,853709,273449,268565,2208.4,2416.9,49.4,46.8,101.4,279213,264145,123.8,-1.5,124.1,-0.1,123.8,-1,106.76077206,127.3201028,1.5,1.3164,1.2028,0.7965,1.458,1.1687,1.0841,1.2001,1.289,0.9474,1.3542
SATD201609,09/01/2016,90445645,93753650,62507832,65490858,27937813,28262792,75323792,79319791,52660648,56409130,22663144,22910661,83.3,84.6,84.2,86.1,81.1,81.1,7857,8700,58620,60927,66477,69627,75735172,78811880,3144378,3138581,1111960,1095295,1083419,1073989,529746419,547755859,886614,852916,251894,255849,1947.8,2332.1,47.5,46.7,100.2,262039,263573,122.5,-1.1,125.4,1,123.4,-0.3,106.66616691,127.90205597,1.49,1.3362,1.2226,0.8095,1.4467,1.1754,1.0831,1.1433,1.2438,0.9447,1.3383
SATD201610,10/01/2016,92169699,93522485,64769650,65301386,27400049,28221099,77274227,78470416,55320061,55617312,21954166,22853104,83.8,83.9,85.4,85.2,80.1,81,7830,8653,61709,60960,69539,69613,77790770,78700472,3363915,3173118,1149315,1091259,1159050,1089645,515715563,531011186,891367,828313,271800,268270,1925.2,2219.4,49.9,46.8,101.6,275610,266664,123.4,0.7,124.2,-1,123.6,0.2,106.74022923,127.76070817,1.49,1.3343,1.2361,0.8065,1.4678,1.1395,1.0519,1.1988,1.1837,0.9468,1.357
