ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD200809,09/01/2008,78680600,81367582,53906436,55946806,24774164,25420776,60292068,64590227,41015590,44830157,19276478,19760069,76.6,79.4,76.1,80.1,77.8,77.7,6553,7270,47680,51323,54233,58593,61198749,66021033,2973954,2967364,1338637,1323193,970951,940107,500634771,534139513,896800,869718,171319,173032,1460.9,1828.5,36.6,41.2,84.4,239607,245948,107.7,-1.5,111.7,-2.4,109.2,-1.7,101.15463328,129.43974872,1.51,1.1194,1.1559,0.9779,1.2663,1.1462,1.1044,0.7732,0.9752,0.8348,1.1272
SATD200810,10/01/2008,80860346,81401543,56299338,56092719,24561008,25308824,64011438,64906773,44913078,45108171,19098360,19798602,79.2,79.7,79.8,80.4,77.8,78.2,6717,7382,52956,51772,59673,59154,65018204,65870745,3142112,2929472,1405300,1334961,1012317,935154,517898247,522367021,954787,874364,209416,209665,1635.8,1925.8,44.2,42.4,82.9,255848,246795,107.7,0,111.7,0,109.2,0,102.17193593,123.80125642,1.57,1.1168,1.1412,0.9866,1.2597,1.1209,1.1103,0.9369,1.0271,0.8589,1.1072
SATD200811,11/01/2008,76460085,80969504,53450486,55561922,23009599,25407582,57684017,63879283,40578576,44260356,17105441,19618927,75.4,78.9,75.9,79.7,74.3,77.2,6397,7351,47658,51377,54055,58728,58512623,65128575,2791288,2607543,1240255,1254881,890308,900132,484492078,499152866,836323,872821,207473,206971,1869,1938.3,42.8,41,81.5,236465,246244,104.4,-3.1,110.7,-0.9,106.6,-2.4,100.83470571,114.67304397,1.62,1.1042,1.0158,0.9274,1.2125,1.0711,1.1084,0.9248,1.0337,0.8289,1.0887
SATD200812,12/01/2008,79880143,80870561,55361169,55516719,24518974,25353842,62697156,64467187,43824845,44774672,18872311,19692515,78.5,79.7,79.2,80.7,77,77.7,7129,7350,50254,51401,57383,58750,63503416,65314947,2629749,2512539,1123059,1180380,774709,813652,511270950,503334510,836796,863044,215683,207826,2399.7,1921.1,36.8,38,79.4,241742,246829,100.6,-3.6,110.5,-0.2,103.8,-2.6,97.985631191,108.9363221,1.62,1.1074,0.9788,0.8723,1.096,1.0801,1.096,0.9287,1.0246,0.7694,1.0601
SATD200901,01/01/2009,78697077,81120200,53952839,55878861,24744238,25241339,57424037,63363516,39299677,44082132,18124360,19281383,73,78.1,72.8,78.9,73.2,76.4,6987,7299,44822,50746,51809,58045,58373786,64543199,2257630,2488543,1131568,1156392,825499,830685,419766348,503411686,811077,845269,208535,205308,2729.7,1953.2,33.5,37.1,77.5,225529,245974,98.8,-1.8,108.9,-1.4,102,-1.7,95.547088946,105.24871502,1.57,1.0943,0.9694,0.8546,1.1189,1.0802,1.0734,0.9174,1.0417,0.7512,1.0348
SATD200902,02/01/2009,71903819,81884201,49969301,56736948,21934518,25147254,52712775,63848958,37640543,44750988,15072232,19097970,73.3,78,75.3,78.9,68.7,75.9,6166,7270,43677,51567,49843,58837,53506580,65493037,2190771,2543796,1077273,1204540,704833,785209,376710497,492108521,793796,862249,182686,201304,2332.5,1898,34.1,40.3,79.6,217643,248466,101.3,2.5,110.6,1.6,104.3,2.3,94.975998224,105.68960594,1.56,1.1104,0.9909,0.8902,1.0577,1.056,1.095,0.8995,1.0122,0.816,1.0623
SATD200903,03/01/2009,82111842,80360520,57331261,55565755,24780581,24794765,65147741,63256368,46517762,44385595,18629979,18870773,79.3,78.7,81.1,79.9,75.2,76.1,7446,7096,53531,50971,60977,58067,66027342,63832060,2493784,2353372,1162171,1121540,785699,792159,456227991,472380585,881916,845128,195665,198967,2170.7,1923.6,37.2,36.2,75.6,249741,244904,96,-5.2,108,-2.4,99.8,-4.3,93.490319011,102.57424329,1.57,1.0822,0.9167,0.8288,1.0671,1.0137,1.0732,0.8891,1.0259,0.7318,1.0091
SATD200904,04/01/2009,79844963,80568475,55279990,55729107,24564973,24839368,64352894,64667327,45419277,45185493,18933617,19481834,80.6,80.3,82.2,81.1,77.1,78.4,7295,7322,52245,51890,59540,59212,65166301,65676540,2474719,2476403,1065507,1060825,765898,789593,469783200,474852371,867250,848861,197212,202256,1741.3,1883.1,37.1,36.7,74.8,251374,247873,95.1,-0.9,110.2,2,99.8,0,92.756615558,101.02427184,1.54,1.1135,0.9647,0.784,1.0636,1.019,1.078,0.9038,1.0043,0.7429,0.998
SATD200905,05/01/2009,81580179,79878699,56504791,55543446,25075388,24335253,65015083,62596912,45980485,44334436,19034598,18262476,79.7,78.4,81.4,79.8,75.9,75,6797,6668,52949,50500,59746,57168,65868255,63155689,2427371,2459641,1075381,1045220,789132,778479,494908098,473935347,848882,839026,204193,198662,1504,1846.5,37.4,34,76.4,258276,246794,95.2,0.1,107,-2.9,98.9,-0.9,91.841162105,101.22301542,1.5,1.0708,0.9581,0.7724,1.0486,1.017,1.0655,0.8877,0.9848,0.6879,1.0194
SATD200906,06/01/2009,83761399,80013570,57716505,55565590,26044894,24447981,70562995,64147868,49290282,45078835,21272713,19069033,84.2,80.2,85.4,81.1,81.7,78,7678,7053,55898,51610,63576,58663,71350228,64804540,2613309,2588430,1074935,1096003,779312,773720,542873119,482147137,842850,839673,191876,191321,1527.8,1860.8,41.2,38.8,75.3,258395,246498,96.4,1.3,108.8,1.7,100.3,1.4,91.550318856,103.2949743,1.45,1.0987,1.0083,0.81,1.0422,1.0346,1.0663,0.8549,0.9924,0.786,1.0051
SATD200907,07/01/2009,88185197,80036227,60500022,55577302,27685175,24458924,76201891,64919588,52704805,45455238,23497086,19464350,86.4,81.1,87.1,81.8,84.9,79.6,8640,7142,59469,52022,68109,59164,77136799,65336371,2618063,2632435,1143030,1147564,801835,788204,596670353,488948556,840198,842393,200588,197012,1658,1848.8,42.2,39.7,76.9,264472,247534,98.6,2.3,109.6,0.7,102.1,1.8,92.643089383,103.49771559,1.43,1.1078,1.0255,0.8481,1.0617,1.0492,1.0697,0.8804,0.986,0.804,1.0264
SATD200908,08/01/2009,86680535,80462460,59356993,55966852,27323542,24495608,73607921,65511308,50467291,45722421,23140630,19788887,84.9,81.4,85,81.7,84.7,80.8,8464,7268,56568,53077,65032,60345,74614772,65893792,2612420,2643659,1202053,1130791,849068,795117,582302101,507978827,830487,842458,188445,184237,1736.5,1905.9,42.7,40.4,77.9,260297,246986,99.4,0.8,110.3,0.6,102.8,0.7,93.674555775,104.72672758,1.37,1.1172,1.0298,0.8357,1.071,1.09,1.0698,0.8233,1.0165,0.8184,1.0405
SATD200909,09/01/2009,75867784,78541825,52447290,54491610,23420494,24050215,60512481,64342383,41656740,45161011,18855741,19181372,79.8,81.9,79.4,82.9,80.5,79.8,6443,7176,48235,51610,54678,58786,61435354,65528969,2747556,2753857,1149431,1133761,827634,804636,462787005,497879844,865917,838435,195970,196510,1575,1962.9,33.3,38,78.4,241970,246455,100,0.6,109.6,-0.6,103,0.2,94.477672375,107.01627641,1.41,1.111,1.0728,0.8379,1.0839,1.0684,1.0647,0.8781,1.0469,0.7692,1.0473
SATD200910,10/01/2009,77095147,77733333,54453812,54472938,22641335,23260395,63325757,64143063,44781576,45039098,18544181,19103965,82.1,82.5,82.2,82.7,81.9,82.1,6530,7133,52279,51485,58809,58619,64274740,65102375,3045702,2858476,1185330,1116646,892313,821463,493132875,501284064,904060,839133,188100,187431,1666.5,1955.2,36.5,34.6,77.9,252209,244074,98.9,-1.1,109.2,-0.4,102.2,-0.8,94.692615267,108.11136493,1.41,1.1038,1.1135,0.8252,1.1065,1.0757,1.0656,0.8375,1.0428,0.7006,1.0402
SATD200911,11/01/2009,73745383,78324062,52483166,54614811,21262217,23709252,58170882,63353089,41573018,44191936,16597864,19161153,78.9,80.9,79.2,80.9,78.1,80.8,6250,7141,48585,50657,54835,57798,59011015,64346422,3052858,2894260,1136834,1149109,830896,844672,498855768,511351063,804750,826778,203418,202291,1776.2,1824,42.1,40.1,79.3,237264,246232,101.5,2.6,107.9,-1.2,103.5,1.3,95.079577344,110.32381496,1.4,1.091,1.1274,0.8492,1.1378,1.0973,1.0499,0.9039,0.9728,0.8113,1.0586
SATD200912,12/01/2009,77629338,78730190,54631266,54797929,22998072,23932261,62377082,64997711,43650676,45364986,18726406,19632725,80.4,82.6,79.9,82.8,81.4,82,7152,7306,49793,51745,56945,59051,63231672,66035924,3127833,2942763,1063803,1116395,789595,848338,537980573,528247956,807889,835978,200540,192876,2491.9,1985.6,37.4,38.7,80.1,239593,244784,101.9,0.4,110.2,2.1,104.6,1.1,95.405667768,111.60965163,1.39,1.1196,1.1463,0.825,1.1427,1.1335,1.0616,0.8619,1.059,0.7824,1.0698
SATD201001,01/01/2010,77531488,80378972,53795979,56163616,23735509,24215357,58655574,64893837,40301481,45347742,18354093,19546095,75.7,80.7,74.9,80.7,77.3,80.7,7050,7344,45502,51547,52552,58891,59651062,65958074,2628608,2896951,1127827,1148960,852692,870590,440854078,527189691,791522,840540,200332,198076,2809.8,2008.6,39.8,41.9,80.5,220839,242519,103.4,1.5,110.3,0.1,105.6,1,96.432052512,113.13963449,1.39,1.1183,1.1285,0.8491,1.1727,1.1313,1.0674,0.8851,1.0713,0.8484,1.0745
SATD201002,02/01/2010,68557029,78486083,47817558,54610524,20739471,23875559,52438942,63877965,36997641,44175833,15441301,19702132,76.5,81.4,77.4,80.9,74.5,82.5,6241,7392,42441,50316,48682,57708,53240066,65715102,2564858,2976065,1060960,1184363,780350,870821,405905875,522609893,748796,816044,183802,203413,2481,2030.3,41,45,81.6,210635,241803,105.5,2,109,-1.2,106.6,0.9,96.772522918,112.5268418,1.4,1.1142,1.1593,0.8753,1.173,1.1214,1.0363,0.909,1.0828,0.9115,1.0888
SATD201003,03/01/2010,81417138,79640252,57080673,55284690,24336465,24355563,67304853,65719129,47619593,45619280,19685260,20099848,82.7,82.5,83.4,82.5,80.9,82.5,7795,7504,54424,51884,62219,59388,68307090,66646781,3056955,2860959,1245587,1206700,884975,894531,538675366,538111869,896922,843983,200331,203308,2142.9,1919,46.8,47,81.8,254238,248076,105.8,0.3,111.3,2.1,107.5,0.8,97.454761171,114.72415762,1.37,1.13,1.1145,0.8918,1.2049,1.1547,1.0718,0.9085,1.0235,0.9516,1.0923
SATD201004,04/01/2010,78459014,78997635,55280658,55557756,23178356,23439879,64062751,64145791,45662026,45230076,18400725,18915714,81.7,81.2,82.6,81.4,79.4,80.7,7161,7148,52498,51518,59659,58666,64953251,65181188,2990288,2995427,1226038,1225808,868143,883167,520013629,531917196,872882,849618,208861,214315,1691.8,1842.1,47.4,48,82.1,253936,249112,106.6,0.8,109.8,-1.3,107.6,0.1,97.806259834,115.72701314,1.36,1.1051,1.1669,0.9059,1.1896,1.1414,1.0789,0.9577,0.9825,0.9711,1.0955
SATD201005,05/01/2010,82596331,80880496,56898076,55968877,25698255,24911619,67970934,65897313,46953592,45640298,21017342,20257016,82.3,81.5,82.5,81.5,81.8,81.3,7626,7491,53842,52123,61468,59615,68850905,66656115,3123899,3107818,1238429,1213578,926481,905205,544408276,525639580,855932,851252,206845,201624,1617.3,1982.3,47.6,47.2,81.6,256927,247042,106.6,0,111.5,1.5,108.2,0.6,99.147706745,115.30496859,1.38,1.1301,1.2106,0.8969,1.2193,1.1279,1.081,0.901,1.0572,0.9559,1.0891
SATD201006,06/01/2010,85383747,81105674,58353240,55823367,27030507,25282307,73591283,66611396,50387612,45941350,23203671,20670046,86.2,82.1,86.3,82.3,85.8,81.8,8322,7665,56690,52355,65012,60020,74474551,67575202,3083661,3102265,1183965,1207229,922804,924722,604206171,542976605,845468,842861,195446,193854,1649.5,2011.2,48.6,47.8,81.6,260083,247723,106.7,0.1,112.3,0.7,108.5,0.3,99.366001362,115.38292404,1.4,1.1457,1.2085,0.8922,1.2456,1.1651,1.0703,0.8662,1.0726,0.9684,1.0897
SATD201007,07/01/2010,90033029,81331694,61069832,55966093,28963197,25365601,78192819,66598616,53095877,45988022,25096942,20610593,86.8,81.9,86.9,82.2,86.7,81.3,9292,7613,59143,52430,68435,60044,79304441,67484198,3069914,3096316,1214303,1217862,959582,938399,669880427,566289596,821929,841861,208611,205041,1825.8,2027.5,47.4,46.7,82,265315,249293,107.3,0.6,112.2,-0.1,108.8,0.3,99.746151868,116.52541405,1.41,1.1442,1.2062,0.9,1.264,1.2152,1.0691,0.9162,1.0813,0.9449,1.0941
SATD201008,08/01/2010,88740810,82011959,60357986,56530115,28382824,25481844,75714090,67155646,51439494,46403321,24274596,20752325,85.3,81.9,85.2,82.1,85.5,81.4,8883,7664,57371,53140,66254,60804,76741308,67919979,3056160,3082287,1280718,1210225,1015099,953128,597056638,521048690,847812,842351,215385,211564,1878.9,2062.9,49.1,46.8,81.4,263837,249208,107.1,-0.2,112.6,0.4,108.9,0.1,100.11235487,116.87778412,1.41,1.1516,1.2007,0.8944,1.2839,1.1181,1.0697,0.9454,1.1002,0.9466,1.0872
SATD201009,09/01/2010,79616525,82394667,54729819,56877836,24886706,25516831,64494149,68078080,43694606,47054077,20799543,21024003,81,82.6,79.8,82.7,83.6,82.4,7047,7756,50305,53555,57352,61311,65341293,68772428,3086870,3108019,1239743,1222666,971902,949073,497091526,532970648,867660,841151,206128,205267,1637.5,2028.4,46.9,47.3,82.1,244682,249084,107.6,0.5,113.5,0.8,109.5,0.6,100.39314295,118.46773272,1.41,1.166,1.2107,0.9036,1.2784,1.1437,1.0682,0.9172,1.0818,0.9565,1.0955
SATD201010,10/01/2010,82105210,82837783,56731955,56870673,25373255,25967110,68199554,68981261,47283498,47513218,20916056,21468043,83.1,83.3,83.3,83.5,82.4,82.7,7298,7969,54826,53900,62124,61869,69071626,69612552,3315367,3129894,1289287,1223014,1018052,942920,531024449,541862361,891659,838825,209033,208177,1664.9,1954,51,46.7,83.1,256395,249386,108.1,0.5,114.4,0.8,110.1,0.5,100.12284253,119.69046259,1.4,1.1803,1.2192,0.9038,1.2701,1.1627,1.0652,0.9302,1.0421,0.9457,1.1099
SATD201011,11/01/2010,77714960,82890545,54609536,56940394,23105424,25950151,62471217,68284623,44351351,47153896,18119866,21130727,80.4,82.4,81.2,82.8,78.4,81.4,6737,7784,51420,53447,58157,61231,63334293,69046837,3238034,3080391,1200298,1209280,926725,937813,528519429,541394217,840793,848773,206410,205141,1973.3,2003.5,46.7,46.7,82.9,239579,247614,107.7,-0.4,114.2,-0.2,109.8,-0.3,100.193445,121.08737864,1.38,1.1707,1.2,0.8937,1.2632,1.1617,1.0778,0.9167,1.0685,0.9445,1.1064
SATD201012,12/01/2010,80443268,81931022,55745548,56056833,24697720,25874188,64946702,67369837,45067193,46543186,19879509,20826651,80.7,82.2,80.8,83,80.5,80.5,7507,7654,51076,52419,58583,60073,65797943,68237281,3301087,3090353,1166081,1213156,884302,939469,558069744,542663337,815612,840066,214444,207406,2714.1,2154.4,44.8,46,84,240800,245054,109.1,1.3,112.9,-1.1,110.3,0.5,101.19139414,123.8340948,1.38,1.1569,1.2038,0.8966,1.2655,1.1645,1.0668,0.9268,1.149,0.9308,1.1214
SATD201101,01/01/2011,79340800,82844385,53804569,56684678,25536231,26159707,60720980,67820846,41187427,46795739,19533553,21025107,76.5,81.9,76.6,82.6,76.5,80.4,7386,7685,46305,53165,53691,60850,61630362,68700350,2872137,3144836,1222479,1241790,919817,947663,456336772,548860448,796585,850766,203264,202118,2888.6,2070.7,44.9,47.1,85.3,223790,246965,110.4,1.2,113.9,0.9,111.5,1.1,100.97223456,126.5262707,1.37,1.1648,1.2251,0.9177,1.2765,1.1778,1.0804,0.9032,1.1044,0.9534,1.1389
SATD201102,02/01/2011,71889049,82633849,49106336,56335601,22782713,26298248,54492725,66671327,38285135,45885314,16207590,20786013,75.8,80.7,78,81.4,71.1,79,6420,7644,43658,51924,50078,59568,55391206,68216187,2662372,3092264,1116767,1237575,862311,964637,436196722,554053443,783261,849779,184456,205235,2452.4,2020.4,43,47.1,84.8,213463,245208,109.8,-0.5,113.4,-0.4,110.9,-0.5,100.55662064,126.5117076,1.36,1.1566,1.2046,0.9146,1.2994,1.1889,1.0791,0.9171,1.0776,0.954,1.1327
SATD201103,03/01/2011,85571961,83439061,59209949,57096570,26362012,26342491,69104312,67198316,48992222,46677104,20112090,20521212,80.8,80.5,82.7,81.8,76.3,77.9,7929,7633,55649,53038,63578,60671,70158268,68301944,3410298,3187791,1288214,1253483,955886,959734,566357389,575291557,911061,857973,199587,201625,2230.5,2009.1,44.9,44.9,86.9,253124,246519,111.3,1.4,113.9,0.4,112.1,1.1,101.59879093,130.63934894,1.36,1.158,1.2418,0.9264,1.2928,1.2345,1.0895,0.901,1.0715,0.9095,1.1605
SATD201104,04/01/2011,82712741,83394753,56686515,57117315,26026226,26277438,66733086,67294000,46567367,46576426,20165719,20717574,80.7,80.7,82.1,81.5,77.5,78.8,7672,7711,52859,52639,60531,60349,67683559,68375960,3179047,3208841,1234172,1239413,955453,970371,572508869,573604774,859897,851256,192833,198303,1825,2002.7,45.4,46,86.1,249578,245553,110.7,-0.5,113.7,-0.2,111.6,-0.4,101.26221285,130.45859509,1.35,1.1593,1.25,0.916,1.3071,1.2309,1.081,0.8861,1.0681,0.931,1.1489
SATD201105,05/01/2011,84747977,82691808,57969810,56750388,26778167,25941419,70797151,68306307,49026670,47314143,21770481,20992164,83.5,82.6,84.6,83.4,81.3,80.9,7871,7764,55982,53529,63853,61293,71711448,69180960,3082305,3086101,1243935,1221619,994279,977562,584806522,561733734,883667,862804,206363,201284,1667.4,2034.5,42.9,42.5,84.8,254083,243131,108.9,-1.6,115,1.1,110.8,-0.7,101.38676728,130.00799543,1.36,1.1729,1.2022,0.9028,1.3168,1.2054,1.0957,0.8994,1.0851,0.8607,1.1326
SATD201106,06/01/2011,87793502,83037865,59955636,57063871,27837866,25973994,75121815,67787749,51552209,46897921,23569606,20889827,85.6,81.6,86,82.2,84.7,80.4,8465,7682,57779,53423,66244,61105,76057910,68740601,3080023,3051286,1198498,1220855,970944,966278,595163810,530953206,864403,865007,206682,204023,1657.3,2020.9,47.9,47.2,86.4,258350,245757,110.7,1.7,114.5,-0.4,111.9,1,101.68626014,130.79697316,1.35,1.1655,1.1886,0.9022,1.3016,1.1393,1.0985,0.9117,1.0778,0.9555,1.1538
SATD201107,07/01/2011,92505514,83234512,62492261,57103784,30013253,26130728,80361588,68428404,54459011,47262824,25902577,21165580,86.9,82.2,87.1,82.8,86.3,81,9600,7847,60310,53674,69910,61521,81423231,69331845,3059306,3096904,1203850,1204169,971987,955819,632786423,530625853,827658,863288,206071,202497,1890.5,2089.9,49.9,49.3,85.6,260175,245196,110.5,-0.2,115.1,0.5,111.9,0,102.16901669,131.66105083,1.35,1.1755,1.2064,0.8899,1.2875,1.1386,1.0963,0.9049,1.1146,0.997,1.1423
SATD201108,08/01/2011,89054159,82306509,60248867,56411153,28805292,25895356,76193082,67829574,51570695,46773157,24622387,21056417,85.6,82.4,85.6,82.9,85.5,81.3,8895,7722,57404,53180,66299,60903,77247896,68818273,3063273,3073172,1280388,1211304,1021377,960309,581116991,507454212,846358,825372,201630,197491,1891.8,2080.5,50.9,48.6,86.6,260526,244641,111.1,0.5,112.8,-2,111.6,-0.3,102.81946761,131.90805254,1.36,1.1668,1.1971,0.8952,1.2936,1.0889,1.0481,0.8825,1.1096,0.9838,1.1563
SATD201109,09/01/2011,80009494,82686221,54480417,56607305,25529077,26078916,65499304,68501173,44580293,47537726,20919011,20963447,81.9,82.8,81.8,84,81.9,80.4,7086,7739,50982,53285,58068,61023,66345318,69099283,3013752,3045723,1250008,1232688,989341,964060,509094731,540231595,894803,862645,206653,204765,1655.6,2043.6,47.7,47.9,87.3,242062,245393,111.6,0.5,114.8,1.8,112.6,0.9,102.74053989,131.52712736,1.35,1.1715,1.1865,0.911,1.2986,1.1592,1.0955,0.915,1.0899,0.9702,1.165
SATD201110,10/01/2011,81575563,82484272,56160274,56472425,25415289,26011847,67300832,68605643,46972410,47582921,20328422,21022721,82.5,83.2,83.6,84.3,80,80.8,7079,7738,54124,53912,61203,61650,68177919,69310341,3174452,3001509,1315438,1251167,1052938,977347,543403112,560289864,922548,871590,204330,203504,1744.5,2045.2,52.1,47.8,87.5,251906,245952,111.9,0.3,115.5,0.6,113,0.4,103.45921464,132.4603084,1.34,1.1751,1.1692,0.9246,1.3165,1.2023,1.1068,0.9094,1.0908,0.9672,1.1676
SATD201111,11/01/2011,76327628,81568570,53639821,56032490,22687807,25536080,62528875,68200322,44780150,47442108,17748725,20758214,81.9,83.6,83.5,84.7,78.2,81.3,6611,7702,51660,53502,58271,61204,63492941,69210754,3141029,3012639,1229149,1237320,962932,979887,552477847,566768420,865887,874689,205155,204669,2031.9,2038,47,46.9,88.2,238535,246579,112.2,0.3,115.6,0.1,113.3,0.3,103.44699706,133.35494003,1.35,1.1734,1.1736,0.9144,1.3199,1.2162,1.1108,0.9146,1.0869,0.95,1.1778
SATD201112,12/01/2011,81142502,82817189,56330879,56787331,24811623,26029858,65500668,68010791,45673434,47252779,19827234,20758012,80.7,82.1,81.1,83.2,79.9,79.7,7535,7703,51535,53518,59070,61222,66595644,69225901,3261313,3055873,1239900,1280157,952770,994636,557374424,542848977,842335,882001,204292,197940,2541.9,2011.9,45.9,47,91.7,244810,249896,115.2,2.7,115.8,0.2,115.4,1.9,103.99094962,133.64477441,1.35,1.1737,1.1904,0.9461,1.3398,1.1649,1.12,0.8845,1.073,0.9518,1.224
SATD201201,01/01/2012,78692868,82446751,53426995,56349668,25265873,26097083,61076689,68044787,41673200,47033174,19403489,21011613,77.6,82.5,78,83.5,76.8,80.5,7361,7700,47081,53328,54442,61028,61940192,69002510,2669174,2882893,1236637,1254135,952551,982766,463005361,554827132,846470,886569,204812,205212,2756.2,1988.3,45.7,47.9,87.7,227527,249790,111.6,-3.1,115.8,0,112.9,-2.2,104.61653291,135.51599086,1.34,1.1699,1.123,0.9268,1.3238,1.1906,1.1258,0.917,1.0604,0.9696,1.1708
SATD201202,02/01/2012,74994689,83479577,51244944,56891358,23749745,26588219,57448037,68148050,40440608,47010235,17007429,21137816,76.6,81.6,78.9,82.6,71.6,79.5,6701,7772,46405,53485,53106,61257,58243799,69680353,2809512,3150630,1137851,1204374,900187,974908,461139329,573288057,862976,891194,182427,195428,2500.7,2018.2,43.6,48,88.2,218196,250746,112.1,0.4,116.8,0.9,113.6,0.6,104.94813746,136.46230725,1.34,1.1814,1.2273,0.8901,1.3132,1.2302,1.1317,0.8733,1.0764,0.9706,1.1777
SATD201203,03/01/2012,85281469,83208273,58846030,56845292,26435439,26362981,70799480,68758083,49693743,47319396,21105737,21438687,83,82.6,84.4,83.2,79.8,81.3,8262,7873,56200,53521,64462,61395,71696205,69503780,3307453,3109014,1212862,1184366,998993,997094,544100123,548824625,917178,876341,194737,195098,2127.8,1916.9,47.1,47,89.2,256166,249737,112.1,0,115.9,-0.8,113.3,-0.3,104.40180626,136.16504854,1.34,1.1784,1.2111,0.8753,1.3431,1.1777,1.1129,0.8718,1.0223,0.9516,1.1913
SATD201204,04/01/2012,82144193,82783317,56495334,56805617,25648859,25977699,67807033,68674351,47240812,47352484,20566221,21321867,82.5,83,83.6,83.4,80.2,82.1,7804,7843,53691,53648,61495,61491,68669276,69474945,2990274,3017775,1161560,1172690,990999,1011209,585609840,586897970,873017,866617,190796,195922,1953.1,2155.9,46.9,47.6,88.6,249394,246547,112.3,0.2,115.6,-0.3,113.3,0,105.14794353,135.57310109,1.36,1.1779,1.1756,0.8667,1.3621,1.2594,1.1005,0.8755,1.1498,0.964,1.1822
SATD201205,05/01/2012,85193744,82936812,58102685,56795376,27091059,26141436,71155609,68381678,49075105,47167554,22080504,21214124,83.5,82.5,84.5,83,81.5,81.2,7930,7845,55749,53258,63679,61102,71887545,69199560,3126142,3109335,1204216,1185753,1024067,1005505,594778477,571190445,903501,869179,204268,198841,1873.8,2277.1,48.3,47.8,88.5,260774,248096,113.1,0.7,115.3,-0.3,113.8,0.4,105.37337408,135.73615077,1.38,1.1732,1.2112,0.8763,1.3544,1.2257,1.1038,0.8885,1.2145,0.9676,1.1809
SATD201206,06/01/2012,87828881,82849543,59980866,57030963,27848015,25818581,76014162,68423252,51958870,47332751,24055292,21090500,86.5,82.6,86.6,83,86.4,81.7,8706,7839,57903,53550,66609,61389,76760765,69100020,3091102,3092349,1182389,1201685,1031759,1016864,642263746,576644421,854634,867389,207446,204135,1868.4,2278.3,46.3,45.8,89.5,260376,247577,114,0.8,115.2,-0.1,114.3,0.4,105.39207886,132.83523701,1.4,1.1716,1.2046,0.8881,1.3697,1.2374,1.1015,0.9122,1.2151,0.9261,1.1951
SATD201207,07/01/2012,91937381,82545196,62452540,56827865,29484841,25717330,79640786,68243664,54239650,47303968,25401136,20939695,86.6,82.7,86.8,83.2,86.1,81.4,9499,7793,59688,53410,69187,61204,80499331,68865937,2998876,3011285,1193178,1189733,1024346,1011141,663965533,561770138,851884,876007,204346,200285,2069.8,2286,46.6,46,89.6,260244,245308,113.6,-0.4,115.2,0,114.1,-0.2,105.60248071,133.31496288,1.41,1.1676,1.173,0.8792,1.362,1.2055,1.1124,0.895,1.2192,0.9318,1.1963
SATD201208,08/01/2012,89856820,82810920,61026458,56979516,28830362,25831404,77738861,68615341,52870440,47574891,24868421,21040450,86.5,82.9,86.6,83.5,86.3,81.5,9109,7809,58646,53529,67755,61338,78609005,69240283,3018293,3026669,1257658,1188234,1062744,1004708,639545067,560207077,896707,874266,213676,209349,2008.8,2214.2,47.6,45.2,89,264379,246538,113,-0.5,115.6,0.3,113.8,-0.3,105.17216245,134.33837807,1.39,1.1739,1.179,0.8781,1.3534,1.2021,1.1102,0.9355,1.1809,0.9156,1.1887
SATD201209,09/01/2012,79960227,82798434,54386944,56883059,25573283,25915375,65230938,68578102,43861218,47253795,21369720,21324307,81.6,82.8,80.6,83.1,83.6,82.3,7287,8017,50135,53703,57422,61720,66008348,69252459,2969583,3040470,1198582,1179924,1028628,1006934,533542490,572823680,880560,881440,196690,194489,1807.2,2216.3,45.3,45.3,88.5,238867,245805,112.3,-0.6,115.9,0.3,113.4,-0.4,105.11626432,135.64591662,1.39,1.1741,1.1844,0.872,1.3564,1.2292,1.1193,0.8691,1.182,0.9166,1.182
